scheme_code,scheme_name,isin,gf_nav,gf_nav_date
109058,Sundaram Financial Services Opportunities Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01603,21.9255,31-Jan-2018
129212,Sundaram Infrastructure Advantage Fund Direct Plan - Growth,INF903J01F92,38.9489,31-Jan-2018
129211,Sundaram Infrastructure Advantage Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01G00,35.8979,31-Jan-2018
129213,Sundaram Infrastructure Advantage Fund Regular Plan - Growth,INF903J01F68,37.9759,31-Jan-2018
129210,Sundaram Infrastructure Advantage Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01F76,34.9702,31-Jan-2018
119595,Sundaram Rural and Consumption Fund Direct Plan - Growth,INF903J01NH5,44.9017,31-Jan-2018
119594,Sundaram Rural and Consumption Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01NF9,24.3541,31-Jan-2018
113373,Sundaram Rural and Consumption Fund Institutional Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01579,38.1760,31-Jan-2018
102142,Sundaram Rural and Consumption Fund Regular Plan - Growth,INF903J01561,43.6061,31-Jan-2018
103743,Sundaram Rural and Consumption Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01546,23.5539,31-Jan-2018
135789,TATA Banking & Financial Services Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,INF277K01Z28,17.9333,31-Jan-2018
135792,TATA Banking & Financial Services Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,,17.9333,31-Jan-2018
135790,TATA Banking & Financial Services Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,INF277K01Y94,15.9256,31-Jan-2018
135791,TATA Banking & Financial Services Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,,15.9256,31-Jan-2018
135793,Tata Banking And Financial Services Fund-Direct Plan-Growth,INF277K01Z10,17.9333,31-Jan-2018
135794,Tata Banking And Financial Services Fund-Regular Plan-Growth,INF277K01Y86,17.3024,31-Jan-2018
135795,TATA Digital India Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,INF277K01Z85,13.0038,31-Jan-2018
135798,TATA Digital India Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,,13.0038,31-Jan-2018
135796,TATA Digital India Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,INF277K01Z51,12.5392,31-Jan-2018
135799,TATA Digital India Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,,12.5392,31-Jan-2018
135800,Tata Digital India Fund-Direct Plan-Growth,INF277K01Z77,13.0038,31-Jan-2018
135797,Tata Digital India Fund-Regular Plan-Growth,INF277K01Z44,12.5392,31-Jan-2018
119172,Tata Ethical Fund -Direct Plan- Growth Option,INF277K01NG4,171.3586,31-Jan-2018
119171,Tata Ethical Fund- Direct Plan - Payout of IDCW Option,INF277K01NE9,100.0475,31-Jan-2018
101833,Tata Ethical Fund- Regular Plan - Payout of IDCW Option,INF277K01EH1,73.0051,31-Jan-2018
100415,Tata Ethical Fund-Regular Plan - Growth Option,INF277K01956,164.0452,31-Jan-2018
135806,TATA India Consumer Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,INF277K014A4,18.3941,31-Jan-2018
135801,TATA India Consumer Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,,18.3941,31-Jan-2018
135802,TATA India Consumer Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option,INF277K011A0,16.3263,31-Jan-2018
135803,TATA India Consumer Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,,16.3263,31-Jan-2018
135805,Tata India Consumer Fund-Direct Plan-Growth,INF277K013A6,18.3941,31-Jan-2018
135804,Tata India Consumer Fund-Regular Plan-Growth,INF277K010A2,17.7443,31-Jan-2018
135807,TATA India Pharma & Health Care Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,INF277K010B0,9.2987,31-Jan-2018
135809,TATA India Pharma & Health Care Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,INF277K017A7,8.9762,31-Jan-2018
135808,TATA India Pharma & Healthcare Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,,9.2987,31-Jan-2018
135811,TATA India Pharma & Healthcare Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,,8.9762,31-Jan-2018
135810,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,INF277K019A3,9.2987,31-Jan-2018
135812,Tata India Pharma & Healthcare Fund-Regular Plan-Growth,INF277K016A9,8.9762,31-Jan-2018
119243,Tata Infrastructure Fund -Direct Plan -Growth Option,INF277K01PQ8,64.0361,31-Jan-2018
101852,TATA Infrastructure Fund Regular Plan - Payout of IDCW Option,INF277K01DY8,32.2718,31-Jan-2018
119244,Tata Infrastructure Fund- Direct Plan - Payout of IDCW Option,INF277K01PO3,36.0751,31-Jan-2018
101766,Tata Infrastructure Fund-Regular Plan- Growth Option,INF277K01782,62.5164,31-Jan-2018
135817,TATA Resources & Energy Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,INF277K016B7,16.5812,31-Jan-2018
135816,TATA Resources & Energy Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,,16.5812,31-Jan-2018
135814,TATA Resources & Energy Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,INF277K013B4,14.6709,31-Jan-2018
135818,TATA Resources & Energy Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,,14.6709,31-Jan-2018
135813,Tata Resources & Energy Fund-Direct Plan-Growth,INF277K015B9,16.5812,31-Jan-2018
135815,Tata Resources & Energy Fund-Regular Plan-Growth,INF277K012B6,15.9759,31-Jan-2018
118868,Taurus Banking & Financial Services Fund - Direct Plan - Growth,INF044D01CN2,24.88,31-Jan-2018
118869,Taurus Banking & Financial Services Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,INF044D01CO0,24.60,31-Jan-2018
117312,Taurus Banking & Financial Services Fund - Regular Plan - Growth,INF044D01BI4,23.60,31-Jan-2018
117313,Taurus Banking & Financial Services Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,INF044D01BJ2,21.11,31-Jan-2018
111903,Taurus Ethical Fund -  Regular Plan - Bonus Option,INF044D01823,50.31,31-Jan-2018
118876,Taurus Ethical Fund - Direct Plan - Growth,INF044D01CJ0,52.27,31-Jan-2018
118877,Taurus Ethical Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,INF044D01CK8,35.08,31-Jan-2018
111787,Taurus Ethical Fund - Regular Plan - Growth,INF044D01864,50.32,31-Jan-2018
111788,Taurus Ethical Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,INF044D01831,33.99,31-Jan-2018
118878,Taurus Ethical Fund-Direct Plan-Bonus Option #,INF044D01CM4,17.14,31-Jan-2018
118879,Taurus Infrastructure Fund - Direct Plan - Growth ,INF044D01CD3,28.18,31-Jan-2018
118880,Taurus Infrastructure Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,INF044D01CE1,26.25,31-Jan-2018
105417,Taurus Infrastructure Fund - Regular Plan - Growth,INF044D01906,27.14,31-Jan-2018
105418,Taurus Infrastructure Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,INF044D01872,25.50,31-Jan-2018
120733,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,INF789F01SN3,107.3808,31-Jan-2018
120732,UTI Banking and Financial Services Fund - Direct Plan - IDCW,INF789F01SL7,42.0235,31-Jan-2018
102401,UTI Banking and Financial Services Fund - Regular Plan - Growth Option,INF789F01372,101.9287,31-Jan-2018
102402,UTI Banking and Financial Services Fund - Regular Plan - IDCW,INF789F01356,39.6705,31-Jan-2018
120782,UTI Healthcare Fund - Direct Plan - Growth Option,INF789F01TO9,93.5222,31-Jan-2018
120783,UTI Healthcare Fund - Direct Plan - IDCW,INF789F01TM3,72.2853,31-Jan-2018
100807,UTI Healthcare Fund - Regular Plan - Growth Option,INF789F01695,89.4935,31-Jan-2018
100806,UTI Healthcare Fund - Regular Plan - IDCW,INF789F01679,69.1659,31-Jan-2018
120780,UTI India Consumer Fund - Direct Plan - Growth Option,INF789F01VF3,26.4452,31-Jan-2018
120781,UTI India Consumer Fund - Direct Plan - IDCW,INF789F01VG1,24.7945,31-Jan-2018
106425,UTI India Consumer Fund - Regular Plan - Growth Option,INF789F01CE6,25.6891,31-Jan-2018
106426,UTI India Consumer Fund - Regular Plan - IDCW,INF789F01CF3,24.0608,31-Jan-2018
120729,UTI Infrastructure Fund - Direct Plan - IDCW,INF789F01TS0,31.3205,31-Jan-2018
102396,UTI Infrastructure Fund - Regular Plan - IDCW,INF789F01737,30.5903,31-Jan-2018
102395,UTI Infrastructure Fund-Growth Option,INF789F01752,58.5301,31-Jan-2018
120728,UTI Infrastructure Fund-Growth Option- Direct,INF789F01TU6,59.8521,31-Jan-2018
120682,UTI - MNC Fund - Growth Option - Direct,INF789F01UD0,207.7575,31-Jan-2018
100740,UTI - MNC Fund - Regular Plan - Growth Option,INF789F01844,199.1871,31-Jan-2018
120681,UTI MNC Fund - Direct Plan - IDCW,INF789F01UB4,111.0782,31-Jan-2018
100739,UTI MNC Fund - Regular Plan - IDCW,INF789F01828,106.071,31-Jan-2018
120730,UTI Transportation and Logistics Fund - Direct Plan - IDCW,INF789F01SF9,60.7203,31-Jan-2018
102397,UTI Transportation and Logistics Fund - Regular Plan - IDCW,INF789F01273,57.5475,31-Jan-2018
102398,UTI-Transpotation and Logistics  Fund-Growth Option,INF789F01299,124.8012,31-Jan-2018
120731,UTI-Transpotation and Logistics  Fund-Growth Option- Direct,INF789F01SH5,131.3056,31-Jan-2018
119661,Aditya Birla Sun Life Tax Plan - Direct Plan - Growth Option,INF209K01VV9,42.12,31-Jan-2018
104331,Aditya Birla Sun Life Tax Plan - Regular Plan - Growth Option,INF209K01348,40.03,31-Jan-2018
119660,Aditya Birla Sun Life Tax Plan -DIRECT - IDCW,INF209K01Q14,138.66,31-Jan-2018
100067,Aditya Birla Sun Life Tax Plan -Regular - IDCW,INF209K01330,96.38,31-Jan-2018
119544,Aditya Birla Sun Life Tax Relief '96 - Growth - Direct Plan,INF209K01UN8,33.41,31-Jan-2018
107745,Aditya Birla Sun Life Tax Relief '96 - Growth Option,INF209K01108,31.97,31-Jan-2018
119543,Aditya Birla Sun Life Tax Relief '96 -DIRECT - IDCW,INF209K01P23,230.42,31-Jan-2018
103164,Aditya Birla Sun Life Tax Relief '96 -Regular - IDCW,INF209K01090,162.74,31-Jan-2018
120503,Axis Long Term Equity Fund - Direct Plan - Growth Option,INF846K01EW2,44.8938,31-Jan-2018
120502,Axis Long Term Equity Fund - Direct Plan - IDCW,INF846K01EX0,38.2449,31-Jan-2018
112323,Axis Long Term Equity Fund - Regular Plan - Growth,INF846K01131,42.3003,31-Jan-2018
112322,Axis Long Term Equity Fund - Regular Plan - IDCW,INF846K01149,24.7467,31-Jan-2018
100068,BARODA ELSS 96 - Plan A - IDCW,INF955L01641,35.14,31-Jan-2018
119339,BARODA ELSS 96 - Plan B (Direct) - IDCW,INF955L01914,41.25,31-Jan-2018
125111,Baroda ELSS 96 - Plan B (Direct)- Bonus Option,INF955L01DA7,51.77,31-Jan-2018
125110,Baroda ELSS 96 Fund - Plan A- Bonus Option,INF955L01CZ6,48.69,31-Jan-2018
134044,Baroda ELSS 96 Plan A -Growth Option,INF955L01GD4,48.69,31-Jan-2018
134045,Baroda ELSS 96 Plan B(Direct) -Growth Option,INF955L01GE2,51.77,31-Jan-2018
120147,BNP Paribas Long Term Equity Fund - Direct Plan - Growth Option,INF251K01HF3,40.1220,31-Jan-2018
120146,BNP Paribas Long Term Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option,INF251K01HH9,18.8880,31-Jan-2018
113463,BNP Paribas Long Term Equity Fund - Growth Option,INF251K01985,38.9630,31-Jan-2018
113464,BNP Paribas Long Term Equity Fund-Income Distribution cum Capital Withdrawal Option,INF251K01AA9,18.6790,31-Jan-2018
119352,BOI AXA Tax Advantage Fund-Direct Plan-IDCW,INF761K01876,29.53,31-Jan-2018
111709,BOI AXA Tax Advantage Fund-ECO Plan-Growth,INF761K01157,59.65,31-Jan-2018
111711,BOI AXA Tax Advantage Fund-ECO Plan-IDCW,INF761K01132,18.32,31-Jan-2018
111710,BOI AXA Tax Advantage Fund-Regular Plan- Growth,INF761K01181,57.04,31-Jan-2018
111708,BOI AXA Tax Advantage Fund-Regular Plan-IDCW,INF761K01165,16.23,31-Jan-2018
119351,OI AXA Tax Advantage Fund-Direct Plan- Growth,INF761K01884,61.13,31-Jan-2018
118285,CANARA ROBECO EQUITY TAX SAVER FUND - DIRECT PLAN - GROWTH OPTION,INF760K01EL8,62.7000,31-Jan-2018
118286,CANARA ROBECO EQUITY TAX SAVER FUND - DIRECT PLAN - IDCW (Payout),INF760K01EJ2,40.2600,31-Jan-2018
111722,CANARA ROBECO EQUITY TAX SAVER FUND - REGULAR PLAN - GROWTH OPTION,INF760K01100,60.9800,31-Jan-2018
100593,CANARA ROBECO EQUITY TAX SAVER FUND - REGULAR PLAN -IDCW (Payout),INF760K01084,27.0800,31-Jan-2018
119242,DSP Tax Saver Fund - Direct Plan - Growth,INF740K01OK1,50.116,31-Jan-2018
119241,DSP Tax Saver Fund - Direct Plan - IDCW,INF740K01OL9,35.777,31-Jan-2018
104772,DSP Tax Saver Fund - Regular Plan - Growth,INF740K01185,48.436,31-Jan-2018
104773,DSP Tax Saver Fund - Regular Plan - IDCW,INF740K01169,18.085,31-Jan-2018
118620,Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan-Growth Option,INF754K01CA8,51.59,31-Jan-2018
111638,Edelweiss Long Term Equity Fund (Tax Savings) - Regular Plan - Growth Option,INF754K01517,49.38,31-Jan-2018
118619,Edelweiss Long Term Equity Savings Fund (Tax Savings) - Direct Plan - IDCW Option,INF754K01BX2,23.46,31-Jan-2018
111639,Edelweiss Long Term Equity Savings Fund (Tax Savings) - Regular Plan - IDCW Option,INF754K01525,19.19,31-Jan-2018
140240,Edelweiss Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,33.271,31-Jan-2018
140241,Edelweiss Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,44.495,31-Jan-2018
140239,Edelweiss Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,31.9,31-Jan-2018
140238,Edelweiss Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,42.317,31-Jan-2018
118540,Franklin India TAXSHIELD - Direct - Growth,INF090I01JS8,594.5431,31-Jan-2018
118541,Franklin India TAXSHIELD - Direct - IDCW ,INF090I01JT6,47.6260,31-Jan-2018
100525,Franklin India TAXSHIELD - IDCW ,INF090I01783,45.0512,31-Jan-2018
100526,Franklin India Taxshield-Growth,INF090I01775,569.1672,31-Jan-2018
118929,HDFC Long Term Advantage Plan - Growth Option - Direct Plan,INF179K01WX8,371.9920,31-Jan-2018
100998,HDFC Long Term Advantage Plan - Growth Plan,INF179K01996,361.1360,31-Jan-2018
118928,HDFC Long Term Advantage Plan - IDCW Option - Direct Plan,INF179K01WV2,51.2270,31-Jan-2018
100997,HDFC Long Term Advantage Plan - IDCW Plan,INF179K01970,48.5400,31-Jan-2018
119060,HDFC Taxsaver - Growth Option - Direct Plan,INF179K01YS4,576.5550,31-Jan-2018
101979,HDFC Taxsaver - Growth Plan,INF179K01BB8,559.1300,31-Jan-2018
119059,HDFC Taxsaver - IDCW Option - Direct Plan,INF179K01YQ8,75.2060,31-Jan-2018
101980,HDFC Taxsaver - IDCW Plan,INF179K01AZ9,72.3440,31-Jan-2018
104707,HSBC Tax Saver Equity Fund - Growth,INF336L01BA4,39.7176,31-Jan-2018
120079,HSBC Tax Saver Equity Fund - Growth Direct,INF336L01EE0,41.2115,31-Jan-2018
104706,HSBC Tax Saver Equity Fund - IDCW,INF336L01AZ3,23.8859,31-Jan-2018
120078,HSBC Tax Saver Equity Fund - IDCW Direct Plan,INF336L01ER2,25.0876,31-Jan-2018
120592,ICICI Prudential Long Term Equity Fund (Tax Saving) - Direct Plan -  Growth,INF109K01Y31,382.19,31-Jan-2018
120593,ICICI Prudential Long Term Equity Fund (Tax Saving) - Direct Plan -  IDCW,INF109K01Y15,31.92,31-Jan-2018
100354,ICICI Prudential Long Term Equity Fund (Tax Saving) - Growth,INF109K01464,363.16,31-Jan-2018
100353,ICICI Prudential Long Term Equity Fund (Tax Saving)- IDCW,INF109K01FN1,24.19,31-Jan-2018
123637,IDBI Equity Advantage Fund - Growth Direct,INF397L01EC6,28.0000,31-Jan-2018
123638,IDBI Equity Advantage Fund - Growth Regular,INF397L01DY2,26.7900,31-Jan-2018
123635,IDBI Equity Advantage Fund - IDCW Direct,INF397L01ED4,21.5600,31-Jan-2018
123636,IDBI Equity Advantage Fund - IDCW Regular,INF397L01DZ9,20.4900,31-Jan-2018
118473,IDFC Tax Advantage  (ELSS) Fund-Direct Plan-Growth ,INF194K01Y29,63.5662,31-Jan-2018
118472,IDFC Tax Advantage  (ELSS) Fund-Direct Plan-IDCW,INF194K01Y37,23.3668,31-Jan-2018
111569,IDFC Tax Advantage (ELSS) Fund - Regular Plan - Growth,INF194K01292,60.3290,31-Jan-2018
111570,IDFC Tax Advantage (ELSS) Fund - Regular Plan - IDCW,INF194K01300,19.3548,31-Jan-2018
141807,Indiabulls Tax Savings Fund- Direct Plan- Dividend Option,INF666M01DL5,10.47,31-Jan-2018
141808,Indiabulls Tax Savings Fund- Direct Plan- Growth Option,INF666M01DK7,10.47,31-Jan-2018
141810,Indiabulls Tax Savings Fund- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout),INF666M01DO9,10.45,31-Jan-2018
141862,Indiabulls Tax Savings Fund-Regular Plan-Growth Option,INF666M01DN1,10.45,31-Jan-2018
120416,Invesco India Tax Plan - Direct Plan - Growth,INF205K01NT8,54.63,31-Jan-2018
120417,Invesco India Tax Plan - Direct Plan - IDCW (Payout / Reinvestment),INF205K01NR2,22.18,31-Jan-2018
104636,Invesco India Tax Plan - Growth,INF205K01270,50.73,31-Jan-2018
104635,Invesco India Tax Plan - IDCW (Payout / Reinvestment),INF205K01296,20.73,31-Jan-2018
120494,JM Tax Gain Fund (Direct) - Growth Option,INF192K01CE3,17.8809,31-Jan-2018
120493,JM Tax Gain Fund (Direct) - IDCW,INF192K01CD5,17.4398,31-Jan-2018
107288,JM Tax Gain Fund (Regular) - Growth option,INF192K01650,16.7523,31-Jan-2018
107287,JM Tax Gain Fund (Regular) - IDCW,INF192K01643,16.7522,31-Jan-2018
103339,Kotak Tax Saver-Scheme-Growth,INF174K01369,42.812,31-Jan-2018
119773,Kotak Tax Saver-Scheme-Growth - Direct,INF174K01LI3,45.72,31-Jan-2018
103338,Kotak Tax Saver-Scheme-Payout of Income Distribution cum capital withdrawal option,INF174K01385,20.282,31-Jan-2018
119772,Kotak Tax Saver-Scheme-Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01LJ1,23.572,31-Jan-2018
119417,L&T  Tax Advantage Fund-Direct Plan-Growth,INF917K01GP0,60.298,31-Jan-2018
118047,L&T  Tax Advantage Fund-Regular Plan-Growth,INF677K01064,58.337,31-Jan-2018
119418,L&T Tax Advantage Fund-Direct Plan-IDCW,INF917K01GO3,31.604,31-Jan-2018
118048,L&T Tax Advantage Fund-Regular Plan-IDCW,INF677K01072,26.537,31-Jan-2018
120270,LIC MF Tax Plan-Direct Plan-Growth,INF767K01EM1,68.7364,31-Jan-2018
120269,LIC MF Tax Plan-Direct Plan-IDCW,INF767K01EL3,19.9533,31-Jan-2018
100865,LIC MF Tax Plan-Regular Plan-Growth,INF767K01956,65.6669,31-Jan-2018
100864,LIC MF Tax Plan-Regular Plan-IDCW,INF767K01931,19.0263,31-Jan-2018
134878,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
134865,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
134876,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
134847,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
135976,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
135979,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
134877,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
134864,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
134879,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
134867,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
134881,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
134863,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
135977,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
135983,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
134880,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
134868,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
134875,LIC MF ULIS (10 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
134846,LIC MF ULIS (10 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
134882,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
134870,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
134884,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
134869,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
135978,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
135981,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
134883,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
134871,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
134885,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
134873,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
134887,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
134872,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
135980,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
135982,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
134886,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
134874,LIC MF ULIS (15Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
120259,LIC MF ULIS (5 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment,,18.712,31-Jan-2018
100325,LIC MF ULIS (5 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,,18.0711,31-Jan-2018
139782,Mahindra Manulife ELSS Kar Bachat Yojana - Direct Plan - IDCW,INF174V01101,11.6886,31-Jan-2018
139781,Mahindra Manulife ELSS Kar Bachat Yojana - Direct Plan -Growth,INF174V01093,12.7257,31-Jan-2018
139783,Mahindra Manulife ELSS Kar Bachat Yojana - Regular Plan - Growth,INF174V01077,12.3370,31-Jan-2018
139780,Mahindra Manulife ELSS Kar Bachat Yojana - Regular Plan - IDCW,INF174V01085,11.3240,31-Jan-2018
135782,Mirae Asset Tax Saver Fund Direct IDCW,INF769K01DN7,17.075,31-Jan-2018
135783,Mirae Asset Tax Saver Fund Regular IDCW,INF769K01DL1,16.543,31-Jan-2018
135781,Mirae Asset Tax Saver Fund-Direct Plan -Growth,INF769K01DM9,17.787,31-Jan-2018
135784,Mirae Asset Tax Saver Fund-Regular Plan-Growth,INF769K01DK3,17.265,31-Jan-2018
133386,Motilal Oswal Long Term Equity Fund (MOFLTE) - Direct Plan - Growth Option,INF247L01569,19.1349,31-Jan-2018
133385,Motilal Oswal Long Term Equity Fund (MOFLTE) - Regular Plan - Growth Option,INF247L01544,18.3360,31-Jan-2018
133384,Motilal Oswal Long Term Equity Fund Direct - IDCW Payout,INF247L01577,18.5012,31-Jan-2018
133383,Motilal Oswal Long Term Equity Fund Regular - IDCW Payout,INF247L01551,17.7096,31-Jan-2018
135653,Navi Long Term Advantage Fund - Direct Plan IDCW Payout,INF959L01CE3,14.7440,31-Jan-2018
135652,Navi Long Term Advantage Fund - Regular Plan IDCW Payout,INF959L01CG8,14.3609,31-Jan-2018
135654,Navi Long Term Advantage Fund- Direct Plan- Growth Option,INF959L01CD5,14.8507,31-Jan-2018
135655,Navi Long Term Advantage Fund- Regular Plan- Growth Option,INF959L01CF0,14.3601,31-Jan-2018
133866,NIPPON INDIA TAX SAVER (ELSS) FUND - ANNUAL IDCW Option,INF204KA1E04,14.3359,31-Jan-2018
133865,NIPPON INDIA TAX SAVER (ELSS) FUND - DIRECT Plan - ANNUAL IDCW Option,INF204KA1E12,14.5702,31-Jan-2018
118801,NIPPON INDIA TAX SAVER (ELSS) FUND - DIRECT Plan - IDCW Option,INF204K01L30,30.0191,31-Jan-2018
103197,NIPPON INDIA TAX SAVER (ELSS) FUND - IDCW Option,INF204K01GL2,24.9089,31-Jan-2018
103196,Nippon India Tax Saver (ELSS) Fund-Growth Plan-Growth Option,INF204K01GK4,67.8291,31-Jan-2018
118803,Nippon India Tax Saver Fund - Direct Plan Growth Plan - Growth Option,INF204K01L55,70.5233,31-Jan-2018
135600,PGIM India Long Term Equity Fund - Direct Plan - Dividend Option,INF663L01FO3,13.15,31-Jan-2018
135601,PGIM India Long Term Equity Fund - Direct Plan - Growth Option,INF663L01FN5,14.78,31-Jan-2018
